cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","12/31/2014","2/18/2015","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.ALDENSTATE.COM","8006","","","","","","","","","6715"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","12/31/2014","2/18/2015","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.aldenbank.com","10210","","","","","","","","","3212"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","12/31/2014","2/18/2015","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.alerusfinancial.com","45523","26868","19047","7821","2077","0","178","0","16400","28858"
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","12/31/2014","2/18/2015","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.algonquinstatebank.com","11558","722","0","722","6719","0","0","0","4117","5067"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","12/31/2014","2/18/2015","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.allamericabank.net","4555","","","","","","","","","2558"
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","12/31/2014","2/18/2015","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.avbpgh.com","11278","4635","2444","2191","3021","0","0","0","3622","4695"
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","12/31/2014","2/18/2015","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","11","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","12/31/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.allegiancebanktexas.com","167540","15638","12845","2793","55858","0","0","0","96044","57314"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","12/31/2014","2/18/2015","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.myalliancebank.com","14950","1686","3","1683","13265","0","0","0","0","12967"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","12/31/2014","2/18/2015","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.alliancebank.com","24663","12116","6644","5472","12430","0","0","0","117","21966"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","12/31/2014","2/18/2015","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alliancebanks.com","17469","2773","270","2503","11127","0","0","0","3569","10786"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","12/31/2014","2/18/2015","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.alliancebank.us","7398","","","","","","","","","1622"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","12/31/2014","2/18/2015","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.alliancebanking.com","8817","","","","","","","","","4625"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","12/31/2014","2/18/2015","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.alliancebankks.com","17459","","","","","","","","","2189"
"57733","0","3276543","3706684","Alliance Bank & Trust Company","Gastonia","NC","28054","12/31/2014","2/18/2015","NM","292 West Main Ave","AB&T FINANCIAL CORPORATION","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.alliancebanknc.com","13503","","","","","","","","","3545"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","12/31/2014","2/18/2015","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","https://www.alliancebanktexas.com","9423","","","","","","","","","4848"
"57424","0","3177378","0","Alliance Banking Company","Winchester","KY","40391","12/31/2014","2/18/2015","NM","695 Bullion Boulevard","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/27/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.alliancebankky.com","11765","","","","","","","","","223"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","12/31/2014","2/18/2015","NM","101 East Broadway","NEMO BANCSHARES, INC","6","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.alliantbank.com","14986","1064","0","1064","4768","4768","0","0","9154","5832"
"91","0","28349","2576424","Allied Bank","Mulberry","AR","72947","12/31/2014","2/18/2015","SM","311 Main Street","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.justbankit.com","20611","","","","","","","","","2583"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","12/31/2014","2/18/2015","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","6/25/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.alliedfirst.com","20493","","","","","","","","","494"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","12/31/2014","2/18/2015","SM","114 East Main","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.anbok.com","5249","","","","","","","","","2106"
"57803","0","3284070","1562859","Ally Bank","Midvale","UT","84047","12/31/2014","2/18/2015","NM","6985 Union Park Ctr Suite 43","ALLY FINANCIAL INC.","2","0","1","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","12/31/2011","Stock","0","1","FDIC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","http://www.ALLY.com","2193010","13075","13075","0","11061","0","0","0","2168874","11968"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","12/31/2014","2/18/2015","NM","28-31 31st Street","","14","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","4/20/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.almabank.com","72342","9411","6780","2631","6483","0","0","0","56447","9989"
"15699","14102","6039","1081622","Alma Exchange Bank & Trust","Alma","GA","31510","12/31/2014","2/18/2015","NM","501 West 12th Street","SOUTH BANKING COMPANY","2","0","0","2","0","Bacon","","","10/1/1939","11/16/1939","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.aebalma.com","16398","","","","","","","","","1454"
"15426","0","224552","0","Almena State Bank","Almena","KS","67622","12/31/2014","2/18/2015","NM","500 Main Street","","2","0","0","2","1","Norton","","","1/1/1934","10/3/1936","11/16/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.almenastatebank.com","1014","316","8","308","698","0","0","0","0","1014"
"59060","0","4262543","0","AloStar Bank of Commerce","Birmingham","AL","35243","12/31/2014","2/18/2015","NM","3680 Grandview Parkway, # 30","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","4/15/2011","4/15/2011","6/30/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.alostarbank.com","103921","0","0","0","8080","0","0","0","95841","3997"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","12/31/2014","2/18/2015","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","43","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://alpinebank.com","161500","46614","27664","18950","4084","0","0","0","110803","47481"
"18545","13094","813947","1130098","Alpine Bank & Trust Co.","Rockford","IL","61107","12/31/2014","2/18/2015","SM","1700 N Alpine Rd","ALPINE BANCORPORATION, INC.","19","0","0","4","1","Winnebago","40420","Rockford, IL","6/25/1962","6/25/1962","7/12/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.bankalpine.com","50841","11470","0","11470","22235","0","0","0","17136","22514"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","12/31/2014","2/18/2015","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.alpinecapitalbank.com","105547","","","","","","","","","927"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","12/31/2014","2/18/2015","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.altamahabank.com","10347","","","","","","","","","5671"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","12/31/2014","2/18/2015","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","5","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","5/3/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.apbconnect.com","4254","749","127","622","3394","0","0","0","111","3274"
"1149","15588","50957","1247428","Alterra Bank","Leawood","KS","66211","12/31/2014","2/18/2015","SM","11300 Tomahawk Creek Pkwy","FIRST BUSINESS FINANCIAL SERVICES, INC.","2","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1892","1/1/1934","7/10/2013","Stock","0","0","FED","DIF","Kansas City","CHICAGO","Kansas City","Kansas City","Western","Western","www.alterrabank.com","36608","","","","","","","","","3366"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","12/31/2014","2/18/2015","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.altonbank.com","4156","","","","","","","","","3550"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","12/31/2014","2/18/2015","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","www.altoonabank.com","48363","","","","","","","","","2336"
"10173","0","330453","1134247","Altura State Bank","Altura","MN","55910","12/31/2014","2/18/2015","NM","411 Main Street, N.W.","SOUTHEAST MINNESOTA BANCSHARES, INC.","1","0","0","2","1","Winona","","","12/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alturastatebank.com","8311","","","","","","","","","1791"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","12/31/2014","2/18/2015","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","4","0","0","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","WWW.ALVASTATEBANK.COM","20935","","","","","","","","","8726"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","12/31/2014","2/18/2015","NM","275 Seventh Avenue","WORKERS UNITED","24","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","4/25/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://WWW.AMALGAMATEDBANK.COM","234061","4688","5","4683","10467","0","0","0","218906","9606"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60603","12/31/2014","2/18/2015","NM","One West Monroe Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","4/1/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.aboc.com","335563","9527","7305","2222","29100","0","0","0","296936","9965"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","12/31/2014","2/18/2015","N","410 S Taylor","AMARILLO NATIONAL BANCORP, INC.","17","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","5/1/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","WWW.ANB.COM","439548","154573","120257","34316","33354","0","0","0","251621","157647"
"28701","2179","206174","0","Ambler Savings Bank","Ambler","PA","19002","12/31/2014","2/18/2015","SB","155 E Butler Ave","","8","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.amblersav.com","21823","1179","265","914","5854","0","0","0","14790","1331"
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","12/31/2014","2/18/2015","SM","3590 Nj Highway 9 South","AMBOY BANCORPORATION","23","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","6/2/2010","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.amboybank.com","95005","13031","7931","5100","7870","0","0","0","74104","13031"
"24107","9518","676656","1027004","Amegy Bank National Association","Houston","TX","77027","12/31/2014","2/18/2015","N","4400 Post Oak Parkway","ZIONS BANCORPORATION","87","1","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/18/1982","10/18/1982","9/5/2007","Stock","0","1","OCC","DIF","Dallas","SAN FRANCISCO","Houston","Dallas","Southern","West","www.amegybank.com","2332447","91437","4138","87299","114330","0","15818","0","2110862","218515"
