cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"16179","14220","765046","1130119","Mazon State Bank","Mazon","IL","60444","12/31/2014","2/18/2015","NM","606 Depot Street","FIRST MAZON BANCORP, INC.","3","0","0","8","1","Grundy","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/31/1944","8/31/1944","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","WWW.MAZONSTATEBANK.COM","2401","195","2206","7","818","67","188","0","563","2881","1606","433","842","136","165","0","301","0","301","0","301","172","0","0","136"
"3628","0","656733","1090987","MB Financial Bank, National Association","Chicago","IL","60607","12/31/2014","2/18/2015","N","800 West Madison Street","MB FINANCIAL, INC.","98","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/6/1933","1/1/1934","8/18/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.mbfinancial.com","375128","20647","354481","10361","258479","14214","46327","5867","192071","464950","255209","44910","164831","137649","-2525","41783","93341","0","93050","291","93341","12081","101500","1245","95083.25"
"14816","9117","132554","1123933","mBank","Manistique","MI","49854","12/31/2014","2/18/2015","NM","130 South Cedar Street","MACKINAC FINANCIAL CORPORATION","18","0","0","4","0","Schoolcraft","","","10/13/1934","10/13/1934","12/5/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","http://www.bankmbank.com","26834","3866","22968","1097","2731","0","698","0","2033","18504","8841","3193","6470","6098","54","2082","4070","0","4070","0","4070","721","3000","0","4034.36"
"34093","14311","2370994","2908566","MBank","Gresham","OR","97030","12/31/2014","2/18/2015","NM","1290 Northeast Burnside Rd.","MERCHANTS BANCORP","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/1/1995","12/1/1995","10/8/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","www.mbankonline.com","7426","815","6611","0","1817","0","243","0","1574","6081","3219","793","2069","2347","-8","-2573","4912","0","4912","0","4912","-62","0","0","4920"
"29829","4157","143073","4253112","MBL Bank","Minden","LA","71058","12/31/2014","2/18/2015","NM","100 Mbl Bank Drive","MINDEN BANCORP, INC.","2","0","0","4","0","Webster","43340","Shreveport-Bossier City, LA","1/1/1910","12/24/1936","2/5/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.mblbank.com","10868","1369","9499","112","975","0","663","0","312","4441","2429","787","1225","5921","-3","1945","3973","0","3973","0","3973","-4","0","0","3975.01"
"4187","11821","648251","1060485","McClain Bank","Purcell","OK","73080","12/31/2014","2/18/2015","NM","131 West Main Street","MCCLAIN COUNTY BANCORPORATION, INC.","6","0","0","4","0","Mcclain","36420","Oklahoma City, OK","3/8/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.mcclainbank.com","7384","346","7038","0","2036","0","817","0","1219","6668","3904","909","1855","2406","-50","774","1582","0","1582","0","1582","1640","560","0","1615.5"
"11261","0","399357","0","McClave State Bank","Mcclave","CO","81057","12/31/2014","2/18/2015","NM","101 East First Street","","1","0","0","2","0","Bent","","","3/9/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.mcclavebank.com","1343","159","1184","0","73","0","70","0","3","796","445","59","292","461","0","160","301","0","301","0","301","1","0","0","301"
"5434","13908","575759","2846275","McCook National Bank","Mccook","NE","69001","12/31/2014","2/18/2015","N","220 Norris Avenue","GRAFF FAMILY, INC.","4","0","1","2","0","Red Willow","","","10/1/1907","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.mnb1.com","13019","1418","11601","415","1548","0","374","0","1174","6853","4275","837","1741","5881","0","1868","4013","0","4013","0","4013","5","1418","0","4013"
"23798","14781","423159","2642196","McCurtain County National Bank","Broken Bow","OK","74728","12/31/2014","2/18/2015","N","20 North Park Drive","MCCURTAIN COUNTY BANCSHARES, INC.","3","0","0","8","0","Mccurtain","","","4/23/1982","4/23/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.mcnbonline.com","7190","976","6214","315","1204","0","754","0","450","4246","2391","519","1336","2857","0","968","1889","0","1889","0","1889","176","0","0","1889"
"2476","9863","663647","1204748","McFarland State Bank","Mc Farland","WI","53558","12/31/2014","2/18/2015","NM","5990 Highway 51","NORTHERN BANKSHARES, INC.","6","0","0","4","1","Dane","31540","Madison, WI","1/5/1905","1/1/1934","1/28/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.msbonline.com","19348","3517","15831","0","2005","0","356","0","1649","10624","5982","1075","3567","7212","0","0","7212","0","7212","0","7212","1356","5190","0","7212"
"11242","13681","897648","3487965","McGehee Bank","Mcgehee","AR","71654","12/31/2014","2/18/2015","NM","301 North Second Street","MCGEHEE BANK EMPLOYEE STOCK OWNERSHIP PLAN THE","5","0","0","2","1","Desha","","","12/6/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.mcgeheebank.com","3634","133","3501","0","834","272","249","0","313","2892","1998","409","485","1443","0","1","1442","0","1442","0","1442","-10","1442","0","1442"
"30864","6031","446877","0","McHenry Savings Bank","Mchenry","IL","60050","12/31/2014","2/18/2015","SB","353 Bank Drive","","3","0","0","8","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1955","6/12/1957","4/3/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.mchenrysavings.com","9353","1195","8158","0","1664","0","366","0","1298","9309","3920","1125","4264","513","-145","0","368","0","368","0","368","275","0","0","513"
"13794","0","720858","1143678","McIntosh County Bank","Ashley","ND","58413","12/31/2014","2/18/2015","NM","204 West Main Street","MCINTOSH COUNTY BANK HOLDING COMPANY, INC.","2","0","0","2","1","Mcintosh","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.makeitmcb.com","3592","555","3037","120","431","0","86","0","345","1930","1190","179","561","1418","14","4","1428","0","1428","0","1428","-26","950","0","1414"
"13955","9201","480853","1135280","McKenzie Banking Company","Mc Kenzie","TN","38201","12/31/2014","2/18/2015","NM","676 North Main Street","PROGRESSIVE FINANCIAL SERVICES, INC.","9","0","0","8","0","Carroll","","","2/28/1934","2/28/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","http://www.foundationbank.org","5675","375","5300","60","2988","0","999","0","1989","5713","3524","764","1425","2515","-1","892","1622","0","1622","0","1622","85","0","0","1622.65"
"23836","0","234056","1124462","McKenzie County Bank","Watford City","ND","58854","12/31/2014","2/18/2015","NM","5th St. & U.S. Hwy. 85","LAKESIDE BANK HOLDING COMPANY","1","0","0","8","1","Mckenzie","","","5/8/1982","5/8/1982","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.mckenziecountybank.com","5497","377","5120","180","542","0","75","0","467","3350","1823","341","1186","2132","9","0","2141","0","2141","0","2141","5","2210","0","2132"
"6803","0","20633","2913083","MCNB Bank and Trust Co.","Welch","WV","24801","12/31/2014","2/18/2015","NM","75 Wyoming Street","MCNB BANKS, INC.","8","0","1","4","0","Mcdowell","","","7/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.mcnbbanks.com","10729","1937","8792","475","2608","579","345","0","1684","10253","5102","1378","3773","672","224","188","708","0","708","0","708","573","2685","0","531.04"
"25173","8785","776547","1100309","Meade County Bank","Brandenburg","KY","40108","12/31/2014","2/18/2015","NM","2175 Bypass Road","MEADE BANCORP, INC.","3","0","0","8","0","Meade","21060","Elizabethtown-Fort Knox, KY","6/7/1984","6/7/1984","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.meadecountybank.com","6206","630","5576","0","760","0","592","0","168","3606","1912","489","1205","2730","-3","836","1891","0","1891","0","1891","12","1200","0","1893.07"
"58722","0","3719648","0","Meadows Bank","Las Vegas","NV","89148","12/31/2014","2/18/2015","NM","8912 Spanish Ridge Ave, # 10","","4","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","3/26/2008","3/26/2008","3/12/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","http://www.meadowsbank.com","21146","996","20150","0","5324","0","215","0","5109","15519","10630","1764","3125","9955","0","3421","6534","0","6534","0","6534","74","85","138","6534"
"12266","13322","332224","2807810","Mechanics & Farmers Bank","Durham","NC","27702","12/31/2014","2/18/2015","NM","116 West Parrish Street","M&F BANCORP, INC.","8","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","3/1/1908","1/1/1934","9/30/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.mfbonline.com","11282","699","10583","50","2170","0","749","0","1421","10748","5353","1265","4130","1955","14","678","1291","0","1291","0","1291","103","325","0","1281.76"
"12206","15924","752644","3165106","Mechanics Bank","Water Valley","MS","38965","12/31/2014","2/18/2015","NM","319 North Main Street","MECHANICS BANC HOLDING COMPANY","6","0","0","4","0","Yalobusha","","","1/1/1892","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","http://www.mechanicsbankms.com","9562","1541","8021","2101","1555","0","639","0","916","6256","3542","675","2039","1219","52","292","979","0","979","0","979","1501","671","0","938.96"
"1768","12587","936462","0","Mechanics Bank","Richmond","CA","94806","12/31/2014","2/18/2015","NM","3170 Hilltop Mall Road","","30","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/1/1905","1/1/1934","7/31/2013","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.mechanicsbank.com","114916","2291","112625","0","26029","7832","6607","0","11590","96780","53612","16128","27040","41874","367","16817","25424","0","25424","0","25424","-4348","8527","0","25189.12"
"29011","2762","943675","2395326","Mechanics Bank","Mansfield","OH","44902","12/31/2014","2/18/2015","SB","2 South Main Street","MECHANICS FINANCIAL CORPORATION","8","0","0","5","0","Richland","31900","Mansfield, OH","1/1/1886","9/2/1959","10/2/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.mymechanics.com","14557","931","13626","482","3159","159","1208","0","1792","13274","6740","2061","4473","3029","15","824","2220","0","2220","0","2220","347","1786","0","2209.05"
"26634","0","183770","4262347","Mechanics Cooperative Bank","Taunton","MA","2780","12/31/2014","2/18/2015","SB","316 Broadway","MECHANICS BANCORP, MHC","9","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1877","4/17/1986","3/5/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.mechanics-coop.com","18770","3624","15146","755","1819","0","944","0","875","11256","6632","1122","3502","4954","312","1831","3435","0","3435","0","3435","432","0","0","3232.2"
"17476","14626","548203","0","Mechanics' Savings Bank","Auburn","ME","4210","12/31/2014","2/18/2015","SB","100 Minot Avenue","","4","0","0","4","0","Androscoggin","30340","Lewiston-Auburn, ME","2/16/1875","7/28/1955","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.mechanicssavings.com","16122","2226","13896","960","629","0","256","0","373","10420","6279","1464","2677","3145","95","1153","2087","0","2087","0","2087","825","0","0","2026.2"
"57449","0","3228908","0","Medallion Bank","Salt Lake City","UT","84121","12/31/2014","2/18/2015","NM","1100 E 6600 South, # 510","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","12/22/2003","12/22/2003","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.medallionbank.com","77539","7008","70531","8056","112","0","0","0","112","19818","4997","283","14538","42769","0","16508","26261","0","26261","0","26261","6693","15263","0","26261"
"15772","0","826648","2291398","Mediapolis Savings Bank","Mediapolis","IA","52637","12/31/2014","2/18/2015","NM","605 Main Street","MEDIAPOLIS BANCORPORATION","2","0","0","2","1","Des Moines","","","9/16/1940","9/16/1940","7/3/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.mediapolissavingsbank.net","4698","850","3848","0","247","16","131","0","100","2578","1364","263","951","1517","-73","70","1374","0","1374","0","1374","6","1125","0","1443.35"
"10316","0","451853","1139082","Medina Banking Co.","Medina","TN","38355","12/31/2014","2/18/2015","NM","127 South Main Street","MEDINA BANCSHARES, INC.","3","0","0","7","1","Gibson","","","4/7/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.medinabanking.com","1565","146","1419","24","279","0","218","0","61","1525","852","331","342","149","0","31","118","0","118","0","118","12","0","0","118"
"30547","5529","306270","0","Medina Savings and Loan Association","Medina","NY","14103","12/31/2014","2/18/2015","SA","11182 Maple Ridge Road","","2","0","0","8","0","Orleans","40380","Rochester, NY","1/1/1851","4/10/1952","7/21/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.MEDINASL.COM","1624","275","1349","46","306","0","147","0","159","1606","782","197","627","3","149","62","90","0","90","0","90","65","0","0","-5.36"
"26715","0","272870","4390138","Meetinghouse Bank","Boston","MA","2124","12/31/2014","2/18/2015","SB","2250 Dorchester Avenue","MEETINGHOUSE BANCORP INC","2","0","0","5","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1914","7/14/1986","11/19/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.meetinghousebank.com","3545","686","2859","98","1318","0","230","0","1088","3967","2297","446","1224","112","0","53","59","0","59","0","59","-2","0","160","59"
"58401","0","3690635","0","Mega Bank","San Gabriel","CA","91776","12/31/2014","2/18/2015","NM","245 West Valley Boulevard","","4","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/5/2008","2/5/2008","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.megabankusa.com","11008","1873","9135","1165","382","0","27","0","355","6342","3408","1455","1479","2010","78","902","1186","0","1186","0","1186","1229","0","154","1136.08"
"26511","0","338178","4647887","Melrose Co-operative Bank","Melrose","MA","2176","12/31/2014","2/18/2015","SB","638 Main Street","MELROSE BANCORP, INC.","1","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/21/1986","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.melrosecoop.com","5417","1267","4150","10","269","0","81","0","188","3417","2056","276","1085","992","0","296","696","0","696","0","696","0","0","10663","696"
"256","0","764441","1205428","Melvin Savings Bank","Melvin","IA","51350","12/31/2014","2/18/2015","NM","260 Main Street","BENZ HOLDING COMPANY","2","0","0","2","1","Osceola","","","1/1/1912","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.melvinsavingsbank.com","1899","216","1683","0","112","2","101","0","9","1348","884","150","314","447","0","13","434","0","434","0","434","8","75","0","434"
