cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"1047","13079","496845","1099195","Bank & Trust Company","Litchfield","IL","62056","12/31/2014","2/18/2015","NM","401 North Madison Street","LBT BANCSHARES, INC.","7","0","0","4","0","Montgomery","","","9/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.banktr.com","169013","15048","13194","424","84539","42880","73","963","3","","","5868"
"57730","17960","546384","0","Bank @LANTEC","Virginia Beach","VA","23452","12/31/2014","2/18/2015","SA","501 S. Independence Blvd.","","4","0","0","5","0","Virginia Beach Cit","47260","Virginia Beach-Norfolk-Newport News, VA-NC","1/12/2004","1/12/2004","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.whereibank.com","64222","6198","8982","525","19959","8800","24","0","0","","","1772"
"13816","0","142049","1204092","Bank 1st","West Union","IA","52175","12/31/2014","2/18/2015","SM","115 North Vine Street","FNB BANSHARES, INC.","3","0","0","2","1","Fayette","","","1/1/1934","1/31/1934","12/28/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bank1stia.com","73948","5665","9680","474","36218","26540","42","272","1","","","2089"
"11521","0","64552","3045721","Bank 2","Oklahoma City","OK","73108","12/31/2014","2/18/2015","SM","909 South Meridian","CHICKASAW BANC HOLDING COMPANY","1","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bank2online.com","63657","2700","3704","75","41575","22817","37","509","1","","","6265"
"8560","9178","634544","1060047","Bank 21","Carrollton","MO","64633","12/31/2014","2/18/2015","NM","One West Washington Avenue","KNOTT HOLDING COMPANY, INC.","5","0","0","4","1","Carroll","","","8/12/1912","1/1/1934","11/29/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","HTTP://WWW.BANK21.COM","58751","9066","4270","417","24889","15932","33","622","1","","","3334"
"4147","52452","18854","3256134","Bank 7","Oklahoma City","OK","73116","12/31/2014","2/18/2015","SM","1039 Nw 63rd Street","HAINES FINANCIAL CORP","7","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","5/6/1901","1/1/1934","3/7/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bank7.com","239339","8854","3038","127","145984","187370","236","526","2","","","53232"
"8289","0","644459","1248779","Bank CBO","Oregon","MO","64473","12/31/2014","2/18/2015","NM","125 West Nodaway Street","WELLS BANCSHARES, INC.","2","0","0","4","0","Holt","","","2/7/1889","1/1/1934","10/20/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.bankcbo.com","33093","1861","1255","123","15329","19134","21","0","0","","","0"
"5304","10916","594947","1208009","Bank First National","Manitowoc","WI","54220","12/31/2014","2/18/2015","N","402 North Eighth Street","BANK FIRST NATIONAL CORPORATION","10","0","0","4","0","Manitowoc","","","1/1/1894","1/1/1934","11/1/2007","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.bankfirstnational.com","551247","47523","29999","1450","152464","372629","560","2986","10","","","27469"
"8941","15932","812557","1124257","Bank Forward","Hannaford","ND","58448","12/31/2014","2/18/2015","NM","390 Wheat St","SECURITY STATE BANK HOLDING COMPANY","13","0","1","2","1","Griggs","","","9/5/1927","1/1/1934","8/23/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","WWW.BANKFORWARD.COM","269704","20527","22675","900","107465","116937","198","1900","6","","","6631"
"33686","0","790105","0","Bank Hapoalim B.M.","New York","NY","10036","12/31/2014","2/18/2015","OI","1177 Avenue Of Americas","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1921","11/25/1974","4/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","","1411891","","0","","","824416","465","0","0","0","0",""
"16604","9993","539032","1082209","Bank Independent","Sheffield","AL","35660","12/31/2014","2/18/2015","SM","710 South Montgomery Avenue","BANCINDEPENDENT, INCORPORATED","28","0","0","4","0","Colbert","22520","Florence-Muscle Shoals, AL","8/2/1947","8/2/1947","2/24/2011","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bibank.com","695982","71867","51076","2878","230585","251640","403","3227","11","","","37272"
"14521","13639","187947","1202762","Bank Iowa","West Des Moines","IA","50266","12/31/2014","2/18/2015","SM","1150 Jordan Creek Parkway","BANK IOWA CORPORATION","24","0","0","2","1","Dallas","19780","Des Moines-West Des Moines, IA","3/7/1923","6/28/1934","8/5/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.bankiowabanks.com","642688","50513","50657","2297","242349","240346","384","3148","10","","","21193"
"19842","0","101019","1232536","Bank Leumi USA","New York","NY","10017","12/31/2014","2/18/2015","NM","579 Fifth Avenue","BANK LEUMI LE-ISRAEL B.M.","6","1","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/22/1968","7/22/1968","10/1/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.leumiusa.com","831644","13048","7812","430","579500","3550842","2606","3775","5","","","1595002"
"5170","0","45551","1203714","Bank Midwest","Spirit Lake","IA","51360","12/31/2014","2/18/2015","SM","1525 18th Street","GOODENOW BANCORPORATION","10","0","1","2","1","Dickinson","","","1/1/1887","1/1/1934","6/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","bankmidwest.com","371615","30093","25849","2056","129612","186976","212","501","1","","","9001"
"30125","17079","806378","0","Bank Mutual","Brown Deer","WI","53223","12/31/2014","2/18/2015","SA","4949 West Brown Deer Road","","76","0","1","4","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","8/14/1940","8/14/1940","7/7/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.bankmutual.com","1392840","138102","133195","8230","497353","226755","397","7343","20","","","24881"
"16601","12437","645157","1870022","Bank Northwest","Hamilton","MO","64644","12/31/2014","2/18/2015","NM","201 South Davis Street","CALDWELL COUNTY BANCSHARES, INC.","5","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","8/4/1945","8/4/1947","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.banknw.com","68581","5198","2924","125","33762","31437","52","0","0","","","2023"
"11782","0","213538","0","Bank of Abbeville & Trust Company","Abbeville","LA","70510","12/31/2014","2/18/2015","NM","123 Concord Street","","3","0","0","7","0","Vermilion","29180","Lafayette, LA","3/14/1894","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.bankofabbeville.com","99236","6323","8955","244","49700","45628","29","1354","3","","","10730"
"19434","0","5461","3033746","Bank of Agriculture and Commerce","Stockton","CA","95202","12/31/2014","2/18/2015","NM","2021 West March Lane","BAC FINANCIAL INC.","10","0","0","4","1","San Joaquin","44700","Stockton-Lodi, CA","5/21/1965","5/21/1965","1/17/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","www.bankbac.com","217976","11653","2594","126","23773","198275","287","1056","1","","","14373"
"13290","0","452104","0","Bank of Akron","Akron","NY","14001","12/31/2014","2/18/2015","NM","46 Main Street","","5","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.bankofakron.com","176820","16759","11005","496","69544","41737","73","259","1","","","5162"
"155","14550","986935","3194076","Bank of Alapaha","Alapaha","GA","31622","12/31/2014","2/18/2015","NM","245 Ne Railroad St.","ALAPAHA HOLDING COMPANY","4","0","0","2","0","Berrien","","","3/25/1905","1/1/1934","3/24/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","","84050","7258","4598","369","46439","35812","59","899","3","","","9725"
"26689","0","564052","2029368","Bank of Alma","Alma","WI","54610","12/31/2014","2/18/2015","NM","211 Main Street","DAIRYLAND BANK HOLDING CORPORATION","4","0","1","4","0","Buffalo","","","6/20/1986","6/20/1986","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","bankofalma.net","80984","8440","11169","563","24441","24060","36","0","0","","","1644"
"25178","12449","1443266","1073757","Bank of America California, National Association","San Francisco","CA","94104","12/31/2014","2/18/2015","N","555 California Street","BANK OF AMERICA CORPORATION","1","0","0","5","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","5/18/1984","5/18/1984","9/16/2009","Stock","0","0","OCC","DIF","San Francisco","WASHINGTON","San Francisco","San Francisco","Western","Western","","8243000","369258","2124000","46481","0","9607000","15129","0","0","","","0"
"3510","0","480228","1073757","Bank of America, National Association","Charlotte","NC","28202","12/31/2014","2/18/2015","N","100 North Tryon St","BANK OF AMERICA CORPORATION","5028","229","1","9","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","10/17/1904","1/1/1934","10/1/2014","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Charlotte","Richmond","Northeastern","Southeast","www.bankofamerica.com","519345000","69224464","41630000","4052814","52127000","655828000","348881","3678000","6514","","","23294000"
"12773","10791","984379","2748995","Bank of American Fork","American Fork","UT","84003","12/31/2014","2/18/2015","NM","33 East Main Street","PEOPLE'S UTAH BANCORP","14","0","0","4","0","Utah","39340","Provo-Orem, UT","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.bankaf.com","528647","46239","24706","1306","96704","393916","569","1049","3","","","27051"
"8243","9803","31835","3664216","Bank of Anguilla","Anguilla","MS","38721","12/31/2014","2/18/2015","NM","130 Holland Street","PYRAMID FINANCIAL CORPORATION","5","0","0","2","0","Sharkey","","","1/1/1904","1/1/1934","6/3/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","","58974","4838","3706","131","26420","44551","70","510","1","","","16307"
"34120","14546","2390929","2454380","Bank of Ann Arbor","Ann Arbor","MI","48107","12/31/2014","2/18/2015","NM","125 South Fifth Avenue","ARBOR BANCORP, INC.","7","0","0","4","0","Washtenaw","11460","Ann Arbor, MI","1/16/1996","1/16/1996","5/14/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.bankofannarbor.com","454941","17281","8704","465","95215","472705","552","545","2","","","32411"
"33681","0","909000","0","Bank of Baroda","New York","NY","10016","12/31/2014","2/18/2015","OI","One Park Avenue","","1","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1908","2/22/1979","10/11/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","","5016630","","486738","","","62641","131","0","0","0","0",""
"23123","10508","225559","1097249","Bank of Bartlett","Bartlett","TN","38134","12/31/2014","2/18/2015","SM","6281 Stage Road","WEST TENNESSEE BANCSHARES, INC.","8","0","0","5","0","Shelby","32820","Memphis, TN-MS-AR","5/19/1980","5/19/1980","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.bankofbartlett.com","246151","19419","10368","543","72092","53278","112","1047","3","","","3202"
"16282","0","311144","2993722","Bank of Bearden","Bearden","AR","71720","12/31/2014","2/18/2015","NM","1 Second Street Nw","BEARDEN BANCSHARES, INC.","1","0","0","8","1","Ouachita","","","7/5/1945","7/5/1945","10/16/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","","18250","1506","985","39","8095","18108","16","0","0","","","1431"
"18930","14049","302030","1138272","Bank of Belle Glade","Belle Glade","FL","33430","12/31/2014","2/18/2015","NM","108 Southeast Avenue D","BELLE GLADE BANK CORPORATION","1","0","0","5","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/14/1963","11/14/1963","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.bankofbelleglade.com","31089","2694","783","40","1969","53834","68","0","0","","","291"
"58114","0","3374403","4421564","Bank of Belleville","Belleville","IL","62220","12/31/2014","2/18/2015","NM","720 W Main St, Richland Plaz","BELLEVILLE BANCORP, INC.","1","0","0","4","0","Saint Clair","41180","St. Louis, MO-IL","11/4/2005","11/4/2005","5/23/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.bankofbelleville.com","79371","2701","1299","75","37321","27004","53","0","0","","","2667"
"8595","13240","348159","4459754","Bank of Bennington","Bennington","NE","68007","12/31/2014","2/18/2015","SM","12212 North 156th Street","BBIG HOLDINGS, LLC","3","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","1/28/1928","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.bankbenn.com","51529","3487","2353","189","11288","11193","21","0","0","","","1253"
"15817","0","659640","0","Bank of Benoit","Benoit","MS","38725","12/31/2014","2/18/2015","NM","28-30 Main Street","","1","0","0","2","0","Bolivar","","","1/1/1904","5/6/1941","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","","9588","852","0","0","3899","9162","13","0","0","","","3452"
"16959","0","572347","1061316","Bank of Billings","Billings","MO","65610","12/31/2014","2/18/2015","NM","104 N E Elm Street","FIRST MIAMI BANCSHARES, INC.","2","0","0","8","0","Christian","44180","Springfield, MO","3/14/1889","12/1/1950","7/30/2012","Stock","0","0","FDIC","DIF","Kansas City","DALLAS","Springfield Mo","St. louis","Western","West","www.thebankofbillings.com","32704","3674","663","52","11892","10534","12","0","0","","","0"
"59074","0","4536084","0","Bank of Bird-in-Hand","Bird In Hand","PA","17505","12/31/2014","2/18/2015","NM","309 North Ronks Road","","1","0","0","2","0","Lancaster","29540","Lancaster, PA","11/29/2013","11/29/2013","11/29/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.bihbank.com","24926","1063","89","3","9736","25777","38","0","0","","","755"
"58101","0","3430297","3438145","Bank of Birmingham","Birmingham","MI","48009","12/31/2014","2/18/2015","NM","33583 Woodward Avenue","BIRMINGHAM BLOOMFIELD BANCSHARES, INC.","1","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","7/26/2006","7/26/2006","7/26/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.bankofbirmingham.com","99087","28673","2984","82","55370","85836","140","0","0","","","29726"
"32722","14522","1421161","1471849","Bank of Blue Valley","Overland Park","KS","66213","12/31/2014","2/18/2015","SM","11935 Riley Street","BLUE VALLEY BAN CORP.","5","0","0","4","0","Johnson","28140","Kansas City, MO-KS","12/18/1989","12/18/1989","3/30/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.bankbv.com","302259","19612","27150","991","90687","144678","217","2360","9","","","8931"
"10883","0","695947","3917873","Bank of Bluffs","Bluffs","IL","62621","12/31/2014","2/18/2015","NM","115 N. Bluffs St.","SCOTT MORGAN BANCORP, INC.","2","0","0","2","1","Scott","","","8/3/1893","1/1/1934","7/8/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.bankofbluffs.com","36669","3149","3349","109","16951","7299","14","842","1","","","1648"
"34397","0","2535560","2535579","Bank of Bolivar","Bolivar","MO","65613","12/31/2014","2/18/2015","NM","495 S. Springfield Avenue","BOLIVAR BANCSHARES, INC","4","0","0","4","0","Polk","44180","Springfield, MO","4/16/1997","4/16/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","bankofbolivarmo.com","145868","13123","6579","276","53646","42387","88","315","1","","","9064"
